"X1","Y1","X2","Y2","X3","Y3","X4","Y4"
1.754357540877087,3.1784612540969164,1.9091883092036783,0.9967111627334386,1.8536628141266562,0.5451627477845995,1.8140113541568144,0.32174113898120815
1.8060492761647151,2.888713867789357,1.9443796054049178,0.9407284026593103,1.887052091052625,0.508204862206227,1.8460987712728572,0.29612399368907383
1.858230371538991,2.6520183672783197,1.9807011582543412,0.8884718440477384,1.921527805718534,0.47388658540774875,1.8792407002768192,0.27251707522703894
1.9109427126203975,2.453642333604021,2.0181802625177734,0.8396106955134885,1.9571164239931174,0.4419867932452526,1.913463019895035,0.2507538229837514
1.9600178886035289,2.296559120291076,2.0568447426419065,0.793855264220503,1.9938449092043924,0.41230892601081326,1.94879208369864,0.23068450582267808
2.00401045258346,2.1734844030954195,2.0967229733894452,0.7509504636901454,2.031740741454875,0.38467732976330415,1.9852547383736165,0.21217379195861952
2.0492011010313855,2.061227890002515,2.1378439012328587,0.7106698554038449,2.070831937749464,0.3589344507888801,2.022878342843559,0.1950990600110627
2.09561965984892,1.9583107432493598,2.1802370664744615,0.6728122062301138,2.1111470729030644,0.3349381286261153,2.061690788212678,0.17934861219054277
2.1432971826719425,1.8635305500411512,2.2239326260615813,0.637196746790428,2.1527153011953004,0.3125594666908458,2.101720518496156,0.16482049304095314
2.1922659556543236,1.775897573475051,2.268961377066938,0.6036612117705626,2.1955663787403568,0.291681438233673,2.142996552105096,0.15142144652955736
2.24255950129048,1.694587080238887,2.3153547808061377,0.5720588441329841,2.239730686541138,0.2721971618579242,2.185548504053881,0.1390656922752478
2.294212581430413,1.6189050524805406,2.363144987566201,0.5422567012864308,2.285239254198471,0.2540089524430851,2.229406608858869,0.12767438325141
2.3472611996412467,1.5482618463864455,2.412364861921367,0.5141337333969975,2.3321237842479374,0.2370269827114453,2.274601744098727,0.11717497606611715
2.401742603067927,1.4821528558094341,2.4630480086148854,0.4875792676669546,2.380416677099044,0.2211687160114515,2.321165454608553,0.10750035917810408
2.457695277965888,1.420142828077429,2.515228798988158,0.46249231526655654,2.430151056553844,0.20635795064385043,2.3691299772819843,0.09858853227600806
2.5151589788460242,1.36185397293821,2.568942397941325,0.43877978476134594,2.481360795884622,0.19252444384381073,2.4185282664578143,0.09038218252973174
2.5741746821221905,1.3069558801702694,2.624224791412233,0.41635621694512936,2.534080544452988,0.1796029005558566,2.469394019870158,0.08282819796330143
2.6347846227894953,1.2551587763369279,2.681112814363514,0.3951426163691778,2.5883457548554536,0.16753302390816316,2.5217617051438586,0.07587730110099944
2.6970322862219485,1.2062070663481848,2.7396441792703907,0.37506602720766935,2.6441927105834386,0.15625861601221835,2.5756665868195796,0.06948389571264624
2.760962409985619,1.159873470537633,2.7998575051045744,0.3560587626538245,2.7016585541884335,0.14572750777512367,2.6311447538958546,0.0636056984086566
2.826620985156552,1.115956342309647,2.8617923468124267,0.3380581314345772,2.760781315945944,0.13589109142414912,2.6882331478781896,0.05820333274128542
2.894055262209041,1.0742746087757915,2.925489225288152,0.3210055419427409,2.821599943014562,0.12670412293143585,2.7469695913281664,0.05324043398743816
2.9633137347513885,1.0346665950211271,2.9909896578454287,0.30484668974740314,2.884154329089271,0.11812431360338405,2.807392816908277,0.048683160350234456
3.034446219679319,0.9969859540894586,3.058336189193307,0.28953088845159414,2.9484853445507055,0.11011229102963149,2.869542496920955,0.044500193147291256
3.107503744100389,0.9611010449283057,3.1275724229245547,0.2750107483838331,3.014634867114631,0.10263122062376473,2.933459273342944,0.040662343068221585
3.1825386387960517,0.9268921853310346,3.198743053526896,0.2612418161305756,3.0826458129883316,0.09564658885409205,2.999184788358672,0.037142770406529024
3.259604521390466,0.8942508141681937,3.2718938989296245,0.2481827612273757,3.1525621685429037,0.0891262923472862,3.066761715398786,0.033916373367692376
3.3387563055382166,0.8630780141910375,3.3470719336000982,0.23579448183184804,3.22442902251261,0.08304018558247428,3.1362337906923026,0.030960029960345192
3.42005021177884,0.8332831362602064,3.4243253222064296,0.22404066762420083,3.298292598734554,0.07736009176531145,3.2076458453430736,0.028252187050225253
3.5035437800150775,0.8047835402183927,3.5037034538644276,0.21288696505013105,3.3742002894437952,0.07205963406032234,3.281043837943316,0.025773089343055222
