"t","\alpha","\chi","v_F","\rho_t","x","y","z","\rho","\phi","\dot x","\dot y","\dot z","\ddot x","\ddot y","\ddot z","k_x","k_y","k_z","k_\rho","k_\phi","k_\rho^{(+)}","k_\rho^{(-)}","s_x","s_y","s_z","L_x","L_y","L_z","J_x","J_y","J_z","E"
0,"1/2",1,1,10,0.,-200.,0.,200.,-1.5707963267948966,0.1647188728944956,1.2099473540044436,0.0013437343318535846,0.0003383559458597821,0.0025260602985165263,0.0000858303683838003,0.016700000000000003,0.1,0.,-0.1,0.,0.15825335592513268,-0.10000000000000002,0.0823594364472478,0.4931702781272323,0.,0.,0.,3.3400000000000007,0.0823594364472478,0.4931702781272323,3.3400000000000007,0.12374554057778246
0.,"1/2",1,1,10,0.,-200.,0.,200.,-1.5707963267948966,0.1647188728944956,1.2099473540044436,0.0013437343318535846,0.0003383559458597821,0.0025260602985165263,0.0000858303683838003,0.016700000000000003,0.1,0.,-0.1,0.,0.15825335592513268,-0.10000000000000002,0.0823594364472478,0.4931702781272323,0.,0.,0.,3.3400000000000007,0.0823594364472478,0.4931702781272323,3.3400000000000007,0.12374554057778246
1.5671641791044775,"1/2",1,1,10,0.258245868232231,-198.1030346349277,0.002132529369824136,198.10320295869985,-1.5694927338316471,0.1648523024460627,1.2109437936129923,0.0013779575125108733,0.00008561616370233782,0.0006395592230484138,0.0000221712896678022,0.01672966917175676,0.09991183248557284,0.,-0.0998899389199351,-0.058818671752966206,0.15845102332956404,-0.09988993891993511,0.08257259492816311,0.49313463330700014,0.,-0.00021306491716843325,0.00003567651085621272,3.340000049290322,0.08235953001099468,0.49317030981785637,3.340000049290322,0.12374554038222119
3.134328358208955,"1/2",1,1,10,0.5167021659233014,-196.20449729884461,0.004319618203155376,196.20517766211114,-1.5681628450013902,0.16498749603081658,1.2119540840357195,0.0014134186577606208,0.00008683876154921133,0.0006491386855258658,0.00002303666299446777,0.016760173788181107,0.09982252918708144,0.,-0.09977804547985397,-0.05873395476388946,0.1586519761455565,-0.09977804547985399,0.08279101341398618,0.49309801064077025,0.,-0.0004311952141615259,0.0000723975517834747,3.3399999897902535,0.08235981819982464,0.4931704081925537,3.3399999897902535,0.12374554063470328
4.701492537313433,"1/2",1,1,10,0.775371768142346,-194.30436544859867,0.00656330264934554,194.30591250335493,-1.5668058469583126,0.1651244887352823,1.2129784537151755,0.0014501682950133735,0.00008799830477258738,0.0006582375440172942,0.000023879212322266264,0.016791545386969746,0.09973206498153611,0.,-0.09966426477395474,-0.0586478038404536,0.15885630281190424,-0.09966426477395472,0.08301488190904285,0.4930603709299985,0.,-0.0006545717263180175,0.00011020799432490442,3.3399999988817215,0.08236031018272484,0.4931705789243234,3.3399999988817215,0.12374554061546784
6.26865671641791,"1/2",1,1,10,1.0342574921977286,-192.4026169893217,0.008865629829592778,192.4053967873557,-1.5654208929955058,0.16526331473046668,1.2140172433609884,0.0014882692725539434,0.00008917939797165686,0.0006675396427219743,0.000024761378100434512,0.016823815670672197,0.0996404150817614,0.,-0.09954854064409042,-0.05856017903839101,0.15906409649454412,-0.09954854064409042,0.0832443919586178,0.49302167417613596,0.,-0.00088337503618187,0.00014915372205748185,3.340000008607294,0.08236101692243593,0.49317082789819344,3.340000008607294,0.12374554059547511
7.835820895522387,"1/2",1,1,10,1.2933622382543537,-190.49922907639984,0.011228765981899603,190.50361955769242,-1.5640071005467926,0.16540400700522082,1.2150707499798736,0.0015277805177068165,0.00009037955120173818,0.0006770166242222449,0.00002567913879453898,0.01685701818193228,0.09954755370854229,0.,-0.09943081423403788,-0.05847103841081305,0.15927545352890576,-0.09943081423403788,0.08347974582235847,0.49298187800104215,0.,-0.0011177961846638035,0.00018928351231754426,3.3400000150621802,0.08236194963769466,0.4931711615133597,3.3400000150621802,0.12374554058292314
9.402985074626866,"1/2",1,1,10,1.552688963286043,-188.5941783501103,0.013654981544624547,188.6005698574899,-1.56256354942603,0.16554661125263687,1.2161393922649175,0.0015687870428538716,0.00009161063121493783,0.0006867744824049624,0.000026652998059797915,0.016891188071533187,0.09945345434045445,0.,-0.09931102413039147,-0.05838033834888357,0.1594904739508388,-0.09931102413039146,0.08372115522682046,0.4929409378084627,0.,-0.0013580350835680655,0.00023064886138356798,3.340000016623082,0.0823631201432524,0.4931715866698463,3.340000016623082,0.12374554058776872
10.970149253731343,"1/2",1,1,10,1.812240685166827,-186.68744089468748,0.016146659288391794,186.69623671651343,-1.561089279788409,0.1656911494680365,1.2172233732835132,0.0016113312616738886,0.00009285893491995937,0.0006966978654635081,0.000027664666167155152,0.01692636222393086,0.09935808965514158,0.,-0.09918910618293823,-0.05828803345153025,0.1597092616290705,-0.09918910618293826,0.08396884208820121,0.49289880661081614,0.,-0.0016043012212070564,0.0002733042038217172,3.3400000197156645,0.08236454086699416,0.49317211081463785,3.3400000197156645,0.12374554058622393
12.53731343283582,"1/2",1,1,10,2.0720204741645643,-184.77899229988913,0.018706290582129654,184.79060924248245,-1.559583290032682,0.16583767740419508,1.2183232149348775,0.0016555255591712492,0.00009413862170146463,0.0007069095753253203,0.000028735675400905303,0.01696257919896592,0.09926143161125266,0.,-0.09906499345946312,-0.0581940766245988,0.15993192459979677,-0.09906499345946314,0.08422303823834422,0.4928554350211656,0.,-0.0018568131833182823,0.0003173069355182445,3.340000009785384,0.08236622505502594,0.4931727419566838,3.340000009785384,0.12374554061962181
